Skill,Word
Home Sweet Home,ושמיכה
Home Sweet Home,הכתובת
Home Sweet Home,שטיח
Home Sweet Home,המראה
Home Sweet Home,השטיח
Home Sweet Home,סלון
Home Sweet Home,רהיט
Home Sweet Home,המכשיר
Home Sweet Home,כתובת
Home Sweet Home,הרהיט
Home Sweet Home,הרצפה
Home Sweet Home,מראה
Home Sweet Home,הסלון
Dates and Time,בזמן
Dates and Time,זמן
Dates and Time,שלישי
Dates and Time,מיום חמישי
Dates and Time,אחר הצהריים
Home Sweet Home,השער
Verbs: Present - Pa'al,עובר
Home Sweet Home,קיר
Home Sweet Home,שער
Home Sweet Home,המרפסת
Home Sweet Home,מרפסת
Home Sweet Home,כלי עבודה
Home Sweet Home,בחדר שינה
Home Sweet Home,המרתף
Home Sweet Home,חדר שינה
Home Sweet Home,השערים
Home Sweet Home,מרתף
Home Sweet Home,המנורה
Home Sweet Home,הדוּד
Home Sweet Home,צעצוע
Home Sweet Home,גג
Home Sweet Home,צעצועים
Home Sweet Home,בבניין
Home Sweet Home,הגג
Home Sweet Home,מנקים
Home Sweet Home,מנורה
Home Sweet Home,מנקֶה
Home Sweet Home,מנורות
Home Sweet Home,בניין
Home Sweet Home,דוודים
Home Sweet Home,אור
Home Sweet Home,המזגן
Home Sweet Home,הדירה
Home Sweet Home,מזגן
Home Sweet Home,גר
Home Sweet Home,בחדר
Home Sweet Home,למדרגות
Home Sweet Home,אמבטיה
Home Sweet Home,דלתות
Home Sweet Home,החדר
Home Sweet Home,גרה
Home Sweet Home,דירה
Home Sweet Home,האמבטיה
Home Sweet Home,מדרגות
Home Sweet Home,החלון
Home Sweet Home,הדלתות
Home Sweet Home,חלון
Home Sweet Home,הדלת
Home Sweet Home,חדרים
Verbs: Present - Pa'al,תומכים
Home Sweet Home,המיטה
Home Sweet Home,המפתח
Home Sweet Home,השירותים
Home Sweet Home,השולחן
Home Sweet Home,ספה
Home Sweet Home,ושולחן
Home Sweet Home,הכיסאות
Home Sweet Home,שירותים
Home Sweet Home,מפתח
Home Sweet Home,מיטה
Home Sweet Home,לשירותים
Home Sweet Home,כיסאות
Home Sweet Home,בבית
Home Sweet Home,כיסא
Adjectives 2,עניים
Adjectives 2,עשירה
Adjectives 2,זולה
Adjectives 2,חלשות
Adjectives 2,החזק
Adjectives 2,יקרים
Determiners,אותם
Determiners,לאף אחד
Determiners,דבר
Determiners,הדברים
Adverbs,באופן
Adverbs,כל כך
Adverbs,לאחרונה
Adverbs,מהר
Adverbs,בהחלט
Adverbs,ביחד
Adverbs,לאט
Verbs: Present - Pa'al,שומע
Clothing,חובשת
Adverbs,סביר להניח
Adverbs,מיד
Adverbs,לאו דווקא
Adverbs,בכל מקום
Adverbs,פעמיים
Adverbs,באופן כללי
Verbs: Present - Pa'al,ובורחות
Animals,דובה
Adverbs,בערך
Adverbs,בקלות
Adverbs,ברור
Adverbs,לגמרי
Adverbs,בקושי
Adverbs,בדיוק
Numbers 1,המספרים
Numbers 1,מספר
Numbers 1,שמונֶה
Numbers 1,שש
Numbers 1,שמונָה
Numbers 1,ושש
Numbers 1,שישה
Numbers 1,ושבעה
Numbers 1,שבע
Numbers 1,שבעה
There is/To Have,ואין
There is/To Have,ליונה
There is/To Have,לילד
There is/To Have,לגברים
There is/To Have,אין
Animals,הצב
Animals,החתולה
Animals,סוס
Animals,הברווז
Animals,הסוסה
Animals,חתולה
Animals,החתול
Animals,הברווזה
Animals,והברווז
Animals,פרה
Animals,הפרה
Animals,תרנגולת
Animals,חיית מחמד
Animals,הדבורה
Animals,חזיר
Animals,זנב
Animals,תרנגול
Animals,הינשוף
Animals,ותרנגולת
Letters 3,יפֶה
Letters 3,רע
Letters 3,טעים
Letters 3,טוב
Letters 3,עצוב
Adjectives 1 - Basics,מלאים
Adjectives 1 - Basics,רטובה
Adjectives 1 - Basics,מלא
Adjectives 1 - Basics,והאישה
Adjectives 1 - Basics,רטובים
Adjectives 1 - Basics,ריקה
Adjectives 1 - Basics,והילדה
Adjectives 1 - Basics,המשאית
Adjectives 1 - Basics,יבשים
Adjectives 1 - Basics,יבש
Adjectives 1 - Basics,מהירוֹת
Adjectives 1 - Basics,מהירה
Adjectives 1 - Basics,האיטי
Adjectives 1 - Basics,הכריך
Adjectives 1 - Basics,איטי
Adjectives 1 - Basics,רטוב
Adjectives 1 - Basics,איטיות
Adjectives 1 - Basics,איטיים
Determiners,אחר
Determiners,מישהו
Determiners,שני
Determiners,למישהו
Determiners,שתי
Determiners,כלום
Determiners,שניהם
Determiners,משהו
Clothing,נועל
Clothing,החולצה
Clothing,נעליים
Clothing,החולצות
Clothing,הנעל
Clothing,חצאיות
Clothing,הנעליים
Clothing,השמלה
Clothing,נועלת
Clothing,שמלות
Clothing,המעילים
Clothing,לובשים
Clothing,לובשת
Clothing,לובש
Clothing,שמלה
Clothing,חולצות
Clothing,החצאית
Adverbs,דרך
Adverbs,ואותךָ
Adverbs,לא בהכרח
Adverbs,סוף סוף
Adverbs,מאוחר
Adverbs,במיוחד
Adverbs,כמעט
Prepositions 1,בשבילכן
Prepositions 1,בשבילכם
Prepositions 1,בשביל
Prepositions 1,בשבילם
Prepositions 1,בשבילךָ
Prepositions 1,בשבילךְ
Prepositions 1,בשבילן
Animals,הקוף
Animals,ארנב
Animals,נובח
Animals,הנחש
Animals,החרק
Animals,הארנב
Animals,זבוב
Animals,קוף
Animals,חיות
Animals,ארנבת
Occupations,חייל
Occupations,שחקנית
Occupations,השומר
Occupations,לקברניט
Occupations,ההתמחות
Occupations,לשומר
Occupations,בוסית
Occupations,השחקנית
Occupations,החייל
Occupations,בוס
Occupations,השחקנים
Occupations,הקברניט
Occupations,נהג
Occupations,הבוסית
Occupations,הבוס
Occupations,השומרים
Occupations,נהגות
Verbs: Present - Pa'al,בודקים
Verbs: Present - Pa'al,בוהֶה
Verbs: Present - Pa'al,שוכר
Verbs: Present - Pa'al,יוצאת
Verbs: Present - Pa'al,בוהות
Verbs: Present - Pa'al,בודקת
Verbs: Present - Pa'al,שולחת
Verbs: Present - Pa'al,יוצאות
Verbs: Present - Pa'al,צופים
Verbs: Present - Pa'al,צופֶה
Verbs: Present - Pa'al,שולחים
Verbs: Present - Pa'al,בוהים
Prepositions 1,איתכם
Prepositions 1,איתם
Prepositions 1,איתכן
Prepositions 1,איתךְ
Prepositions 1,איתן
Prepositions 1,איתךָ
Food 1,ביצה
Food 1,קפה
Food 1,דג
Food 1,אוכלים
Food 1,את
Food 1,צלחת
Food 1,אוכלות
Food 1,וקפה
Direct Object,צריכים
Direct Object,צריך
Direct Object,צריכה
Colors,סגולים
Colors,אפורה
Colors,סגולה
Colors,צבע
Colors,צבעונית
Colors,הצבע
Colors,לצבוע
Colors,צובעת
Colors,האפור
Colors,החומה
Colors,ורוד
Colors,צובע
Colors,ורודים
Colors,צבעוני
Colors,החומים
Common Phrases,מה שלומךְ
Common Phrases,מה שלומךָ
Verbs: Present - Pa'al,גדֵלה
Verbs: Present - Pa'al,שוכחים
Verbs: Present - Pa'al,עומדים
Verbs: Present - Pa'al,יושבות
Verbs: Present - Pa'al,חותך
Verbs: Present - Pa'al,שוכח
Verbs: Present - Pa'al,עומדת
Verbs: Present - Pa'al,עומד
Verbs: Present - Pa'al,יוצרת
Verbs: Present - Pa'al,יושבים
Verbs: Present - Pa'al,גדֵל
Verbs: Present - Pa'al,יוצרים
Verbs: Present - Pa'al,יושב
Food 2,במטבח
Food 2,מלפפון
Food 2,מלוחה
Food 2,גזר
Food 2,אופָה
Food 2,ומלפפון
Food 2,מר
Food 2,אופים
Food 2,חריף
Food 2,בַמטבח
Food 2,מלוח
Food 2,המטבח
Animals,החיה
Animals,גמל
Animals,הנשר
Animals,עכביש
Animals,אריה
Animals,העכביש
Animals,סרטן
Animals,דוב
Animals,הסרטן
Animals,עכבר
Animals,האריה
Questions,שאלה
Questions,שאלות
Questions,באיזה
Questions,לשאלה
Questions,התשובות
Questions,תשובה
Questions,התשובה
Food 2,מתכונים
Food 2,פלפל
Food 2,התפריטים
Food 2,מתכון
Food 2,רוטב
Food 2,תפריט
Food 2,דבש
Food 2,המתכון
Food 2,מסעדה
Food 2,המסעדה
Food 2,ירקות
Verbs: Present - Pa'al,חותם
Verbs: Present - Pa'al,רוקד
Verbs: Present - Pa'al,שוקלים
Verbs: Present - Pa'al,עוזר
Verbs: Present - Pa'al,שוקל
Verbs: Present - Pa'al,שונא
Verbs: Present - Pa'al,רוקדת
Verbs: Present - Pa'al,שונאים
Verbs: Present - Pa'al,עוזרים
Verbs: Present - Pa'al,עוזב
Verbs: Present - Pa'al,רוקדים
Verbs: Present - Pa'al,עוזבת
Adjectives 1 - Basics,קצרה
Adjectives 1 - Basics,ארוך
Adjectives 1 - Basics,ארוכים
Adjectives 1 - Basics,נמוכה
Adjectives 1 - Basics,רחוק
Adjectives 1 - Basics,קצר
Adjectives 1 - Basics,גבוהה
Adjectives 1 - Basics,קרובה
Adjectives 1 - Basics,הגבוה
Adjectives 1 - Basics,הנמוך
Adjectives 1 - Basics,קרובים
Numbers 1,ארבעה
Numbers 1,מחמש
Numbers 1,חמישה
Numbers 1,חמש
Numbers 1,ארבע
Numbers 1,שלושה
Numbers 1,וארבע
Common Phrases,תהנה
Common Phrases,תהנו
Common Phrases,תהני
Adjectives 1 - Basics,חמים
Adjectives 1 - Basics,קר
Adjectives 1 - Basics,קרים
Adjectives 1 - Basics,הקטנה
Adjectives 1 - Basics,חם
Adjectives 1 - Basics,גדולה
Adjectives 1 - Basics,החדשים
Adjectives 1 - Basics,חדשה
Adjectives 1 - Basics,חמה
Adjectives 1 - Basics,קטן
Adjectives 1 - Basics,גדול
Adjectives 1 - Basics,הגדול
Food 1,הזיתים
Food 1,פטרייה
Food 1,חמאה
Food 1,אננס
Food 1,שוקולד
Food 1,הפטרייה
Food 1,החמאה
Food 1,פיצה
Food 1,הפיצה
Food 1,בקר
Food 1,בקבוק
Food 1,רעב
Food 1,הבקר
Food 1,סלט
Food 1,הסלט
Food 1,רעבה
Food 1,מלח
Possessives 2,אבינו
Possessives 2,סוסנו
Possessives 2,סוסִי
Possessives 2,אמנו
Possessives 2,אמה
Possessives 2,אמי
Possessives 2,כלבה
Possessives 2,כלבם
Possessives 2,ילדִי
Possessives 2,סוסךְ
Possessives 2,ילדו
Possessives 2,אביךָ
Possessives 2,כלבִי
Possessives 2,אביכם
Adjectives 1 - Basics,יבשה
Adjectives 1 - Basics,מהירים
Numbers 1,שלוש
Numbers 1,שתי
Numbers 1,משתיים
Numbers 1,ושתי
Numbers 1,שני
Numbers 1,משניים
Numbers 1,שתיים
Numbers 1,סופרים
Numbers 1,שניים
Numbers 1,סופר
Food 2,קערה
Food 2,כפיות
Food 2,המפית
Food 2,הכפית
Food 2,מפית
Food 2,הכף
Food 2,כפות
Food 2,צמא
Food 2,הקערה
Food 2,מפיות
Food 2,מבשל
Family,האחיין
Family,בן זוגו
Family,לתינוקות
Family,ואחיינית
Family,חיים
Family,בת זוג
Family,בן זוגי
Family,התינוק
Family,אחיין
Family,והיא
Family,בת זוגי
Family,לתינוק
Family,האחיינית
Family,אחייניות
Animals,החמור
Animals,פיל
Animals,הפילה
Animals,הפיל
Animals,ציפור
There is/To Have,יש
Conjunctions,וגם
Conjunctions,גם
Conjunctions,בזמן שאני
Conjunctions,בגללו
Conjunctions,בזמן שהכלבים
Conjunctions,בזמן שהילדים
Conjunctions,בגלל
Conjunctions,בגללךָ
Conjunctions,אף על פי
Colors,הירוק
Colors,ירוקים
Colors,כחולים
Colors,אדומה
Colors,אדומים
Colors,שחורים
Colors,כחול
Colors,ולבן
Colors,אדום
Colors,צהוב
Colors,צהובים
Colors,כתום
Colors,שחורה
Colors,ירוק
Colors,שחור
Colors,לבן
Colors,כתומים
Verbs: Present - Pa'al,רצים
Verbs: Present - Pa'al,זוכרים
Verbs: Present - Pa'al,נחים
Verbs: Present - Pa'al,נח
Verbs: Present - Pa'al,עובר
Verbs: Present - Pa'al,כוללים
Verbs: Present - Pa'al,זוכר
Verbs: Present - Pa'al,שר
Verbs: Present - Pa'al,עוברת
Verbs: Present - Pa'al,רצות
Verbs: Present - Pa'al,עוברים
Verbs: Present - Pa'al,כולל
Adverbs,במשך
Adverbs,מספיק
Adverbs,אחר כך
Adverbs,בינתיים
Adverbs,כרגע
Adverbs,בקרוב
Adverbs,בדרך כלל
Clothing,כיסים
Clothing,בכיס
Clothing,הכיסים
Clothing,צמיד
Clothing,הז'קט
Clothing,ז'קט
Clothing,הצעיף
Clothing,הצעיפים
Clothing,צמידים
Clothing,סוודר
Clothing,הסוודר
Clothing,סוודרים
Clothing,לסוודר
Colors,צבעונים
Adjectives 1 - Basics,גבוה
Adjectives 1 - Basics,הנמוכים
Adjectives 1 - Basics,גבוהים
Numbers 1,תשעה עשר
Numbers 1,אפס
Numbers 1,שמונה עשר
Numbers 1,מתשע עשרה
Numbers 1,ותשעה עשר
Numbers 1,שמונה עשרה
Numbers 1,עשרים
Numbers 1,תשע עשרה
Animals,ינשוף
Animals,דבורה
Food 1,לימון
Food 1,שמן
Food 1,הבננה
Food 1,רוצות
Food 1,רוצים
Food 1,אוכל
Food 1,האוכל
Food 1,בננה
Family,ובן דודי
Family,בכל
Family,הדוֹד
Family,הכלה
Family,דודה
Family,ויפים
Family,החתן
Family,בת הדודה
Family,דוֹד
Family,בן דוד
Family,בת דודתה
Numbers 1,שישה עשר
Numbers 1,שש עשרה
Numbers 1,חמישה עשר
Numbers 1,חמש עשרה
Numbers 1,שבע עשרה
Numbers 1,שבעה עשר
Food 2,צמחוניים
Food 2,צמחוני
Food 2,הסכין
Food 2,סכין
Food 2,ארוחה
Food 2,הארוחה
Food 2,התה
Food 2,כוסות
Food 2,כוס
Food 2,צמחונית
Food 2,מזלג
Food 2,תה
Common Phrases,מדברת
Common Phrases,קוראים לי
Common Phrases,ברוך הבא
Common Phrases,יוסי
Common Phrases,ברוכה הבאה
Common Phrases,מדבר
Food 1,תות
Food 1,מרק
Food 1,התות
Food 1,גבינה
Food 1,העגבנייה
Food 1,עגבנייה
Food 1,הבירה
Food 1,העגבניה
Food 1,המרק
Common Phrases,ערב
Common Phrases,אולי
Common Phrases,לילה
Letters 2,שמח
Adverbs,לבד
Adverbs,בכל אופן
Adverbs,הרחק
Adverbs,כמו תמיד
Adverbs,לפחות
Adverbs,בעיקר
Adverbs,אחרת
Food 1,פרי
Food 1,פסטה
Food 1,שותות
Food 1,שותים
Food 1,המיץ
Food 1,סוכר
Food 1,פירות
Animals,חרק
Plurals,הגבינות
Plurals,וחתולות
Plurals,הצלחות
Plurals,גבינות
Plurals,דרכים
Plurals,האריות
Plurals,הציפורים
Plurals,תפוזים
Plurals,חיות מחמד
Plurals,אוהבים
Plurals,חתולות
Plurals,ציפורים
Plurals,אריות
Plurals,צלחות
Plurals,החתולות
Plurals,ודרכים
Plurals,וכלבות
Plurals,עיתונים
Plurals,הפרות
Plurals,הברווזות
Plurals,חתולים
Plurals,כלבות
Plurals,עוגות
Plurals,סוסות
Plurals,החתולים
Plurals,הילדות
Plurals,ברווזים
Plurals,פרות
Plurals,הברווזים
Plurals,הסוסות
Plurals,ברווזות
Plurals,הכלבות
Plurals,העוגות
Plurals,סוסים
Plurals,הפילים
Plurals,הסוסים
Possessives 1,שרה
Possessives 1,ושרה
Possessives 1,אברהם
Possessives 1,לאברהם
Numbers 1,שלושה עשר
Numbers 1,וארבעה עשר
Numbers 1,ארבעה עשר
Numbers 1,שתיים עשרה
Numbers 1,שניים עשר
Numbers 1,וארבע עשרה
Numbers 1,ארבע עשרה
Numbers 1,שלוש עשרה
Animals,הדובה
Animals,נשר
Animals,הדוב
Animals,חיה
Animals,צב
Animals,חתול
Animals,ברווז
Numbers 1,ותשעה
Numbers 1,אחת עשרה
Numbers 1,תשעה
Numbers 1,עשר
Numbers 1,עשרה
Numbers 1,אחד עשר
Numbers 1,תשע
Clothing,גרביים
Clothing,התכשיטים
Clothing,גורבת
Clothing,עניבה
Clothing,ג'ינס
Clothing,עניבות
Clothing,התחפושת
Clothing,בגד הים
Clothing,תחפושות
Clothing,תכשיט
Clothing,ג'ינסים
Clothing,העניבה
Clothing,בגדי ים
Family,הנכדה
Family,נכדה
Family,וסבתא
Family,נישואין
Family,הסבתא
Family,חתונה
Family,לנכד
Family,וסבתות
Family,לחתונה
Family,נכד
Family,סבא
Family,לנכדה
Family,סבים
Family,הנכדים
Adjectives 2,חשובה
Adjectives 2,הפתוחה
Adjectives 2,פתוח
Adjectives 2,נקי
Adjectives 2,פתוחה
Adjectives 2,המרכזית
Adjectives 2,החשוב
Adjectives 2,חשוב
Adjectives 2,נקייה
Adjectives 2,למשאיות
Adjectives 2,סגור
Adjectives 2,הנקי
Adjectives 2,מלוכלכת
Adjectives 2,סגורה
Adjectives 2,מלוכלכות
Adjectives 2,מלוכלך
Adjectives 2,מרכזית
Food 1,לאכול
Animals,לדבורה
Food 2,וסיר
Food 2,הקמח
Food 2,המצרכים
Food 2,מנגו
Food 2,שום
Food 2,השום
Food 2,הטעם
Food 2,ריח
Food 2,טעם
Food 2,קמח
Food 2,סיר
Verbs: Present - Pa'al,חושבת
Verbs: Present - Pa'al,חושב
Verbs: Present - Pa'al,הולכים
Verbs: Present - Pa'al,לומד
Verbs: Present - Pa'al,לומדים
Verbs: Present - Pa'al,שומר
Verbs: Present - Pa'al,חוזרים
Verbs: Present - Pa'al,קורא
Verbs: Present - Pa'al,הולכות
Verbs: Present - Pa'al,כועסים
Verbs: Present - Pa'al,כועס
Verbs: Present - Pa'al,חושבים
Adjectives 1 - Basics,קטנה
Adjectives 1 - Basics,הקטן
Adjectives 1 - Basics,קרה
Introduction to adjectives,רעות
Introduction to adjectives,רעים
Introduction to adjectives,רעה
Introduction to adjectives,טובים
Introduction to adjectives,טובות
Introduction to adjectives,טובה
Food 2,תפוח אדמה
Food 2,גלידה
Food 2,אבוקדו
Food 2,ענב
Food 2,דובדבנים
Food 2,מסטיק
Food 2,הגלידה
Food 2,משקאות
Food 2,משקה
Food 2,מסטיקים
Determiners,מלבד
Determiners,וכולם
Determiners,שום דבר
Determiners,שום
Determiners,שום דבר מלבד
Determiners,כולם
Dates and Time,יום ראשון
Dates and Time,ביום שני
Dates and Time,יום
Dates and Time,ביום שלישי
Dates and Time,הימים
Dates and Time,היום
Dates and Time,היום
Dates and Time,יום רביעי
Dates and Time,יום שני
Dates and Time,ליום רביעי
Dates and Time,יום שלישי
Dates and Time,ביום ראשון
Adverbs,ממש
Adverbs,פה
Adverbs,באמת
Adverbs,ושוב
Adverbs,לעתים רחוקות
Adverbs,לפעמים
Adverbs,שוב
Adverbs,מפה
Prepositions 1,מהכוס
Prepositions 1,מהעיתון
Prepositions 1,מאבא
Prepositions 1,מהן
Prepositions 1,מהם
Prepositions 1,ממךָ
Prepositions 1,ממךְ
Prepositions 1,מכם
Prepositions 1,מכן
Direct Object,רואות
Direct Object,רואים
Occupations,שוטרים
Occupations,העיתון
Occupations,עורך דין
Occupations,העיתונאי
Occupations,הקצין
Occupations,הפועלים
Occupations,שופט
Occupations,עיתונאית
Occupations,הפועל
Occupations,השופט
Occupations,עוצרים
Occupations,שוטרת
Occupations,עוצר
Occupations,שופטת
Occupations,עיתונאים
Occupations,קצין
Occupations,עורכת דין
Food 1,זיתים
Food 1,זית
Plurals,בירות
Plurals,יינות
Introduction to adjectives,יפות
Plurals,היינות
Introduction to adjectives,יפים
Plurals,הבירות
Clothing,כפפות
Clothing,שרשראות
Clothing,עונדים
Clothing,שם
Clothing,הכפפה
Clothing,מרכיבים
Clothing,שרשרת
Clothing,עונדת
Clothing,עונד
Clothing,המשקפיים
Clothing,טבעת
Clothing,משקפיים
Clothing,כפפה
Clothing,משקפי שמש
Verbs: Present - Pi'el,משחק
Verbs: Present - Pi'el,משלמת
Verbs: Present - Pi'el,משנים
Verbs: Present - Pi'el,משלם
Verbs: Present - Pi'el,מעצבת
Verbs: Present - Pi'el,מפספסים
Verbs: Present - Pi'el,משחקת
Verbs: Present - Pi'el,מספרים
Verbs: Present - Pi'el,הכיף
Verbs: Present - Pi'el,משנֶה
Verbs: Present - Pi'el,מבקש
Verbs: Present - Pi'el,מעצב
Verbs: Present - Pi'el,משנָה
Verbs: Present - Pi'el,מפספסת
Verbs: Present - Pi'el,משחקים
Verbs: Present - Pi'el,מספר
Verbs: Present - Pi'el,מבקשות
Adverbs,לכאן
Adverbs,פעם בשנה
Adverbs,פעם בשלוש שעות
Adverbs,די
Adverbs,אך ורק
Adverbs,בכל זאת
Adverbs,פעם בכמה זמן
Adverbs,לעתים קרובות
Adverbs,כאן
Adverbs,באים
Introduction to adjectives,טעימה
Introduction to adjectives,טעימות
Introduction to adjectives,יפָה
Introduction to adjectives,טעימים
Family,שֵם
Family,ואישה
Family,בעל
Family,משפחה
Family,שם משפחה
Family,שם פרטי
Family,השם
Family,בעלי
Family,אישתו
Family,אישתי
Family,ההורים
Family,המשפחה
Family,הורה
Family,השם הפרטי
Family,שם המשפחה
Family,הבעלים
Adjectives 1 - Basics,והתפוח
Plurals,הכריכים
Plurals,כריכים
Plurals,צבים
Basics,ואתן
Basics,והם
Basics,אתן
Basics,ואתם
Basics,הם
Basics,הן
Basics,אתם
Food 1,בשר
Food 1,ובירה
Food 1,תותים
Food 1,בירה
Food 1,הבשר
Common Phrases,בוקר
Adjectives 2,מיוחדות
Adjectives 2,רגיל
Adjectives 2,צעירים
Adjectives 2,זְקֵנָה
Adjectives 2,מיוחד
Adjectives 2,עייף
Adjectives 2,זָקֵן
Adjectives 2,צעיר
Adjectives 2,אמיתי
Adjectives 2,רגילה
Adjectives 2,אמיתיים
Adjectives 2,העייף
Adverbs,מאוד
Adverbs,פעמים
Adverbs,כמו
Adverbs,שם
Adverbs,כדבש
Adverbs,כציפור
Adverbs,כמוני
Adverbs,הפעם
Adverbs,כמוךְ
Adverbs,עוד
Adverbs,פעם
Adverbs,לשם
Colors,ואדום
Food 2,הממתק
Food 2,עוגיות
Food 2,ממתקים
Food 2,העוגייה
Food 2,האבטיח
Food 2,הממתקים
Food 2,אבטיחים
Food 2,הבוטן
Food 2,אבטיח
Food 2,בוטן
Food 2,בוטנים
Possessives 1,שייכת
Possessives 1,שייכים
Possessives 1,שייך
Family,אחים
Family,האחיות
Family,הבת
Family,הבן
Family,אחותי
Family,ואחיות
Family,מהאחים
Family,ואח
Family,האחות
Family,אחי
Family,אחותו
Dates and Time,עד
Dates and Time,ההווה
Dates and Time,שנתיים
Dates and Time,יומיים
Dates and Time,החודשיים
Dates and Time,חודשיים
Dates and Time,בהווה
Dates and Time,שלשום
Dates and Time,לשנתיים
Dates and Time,שבועיים
Dates and Time,שעתיים
Dates and Time,ביומיים
Dates and Time,בשנתיים
Dates and Time,בשעתיים
Occupations,צוות
Occupations,מזכירה
Occupations,הציירים
Occupations,אמן
Occupations,הציירת
Occupations,אמנים
Occupations,המזכירה
Occupations,לקריירה
Occupations,קריירה
Occupations,הבמאים
Occupations,הקריירה
Occupations,המשטרה
Occupations,אמנית
Occupations,בצוות
Occupations,במאי
Occupations,המזכיר
Occupations,צייר
Occupations,הצוות
Basics,וגברים
Basics,ונשים
Basics,הנשים
Basics,נשים
Basics,הילדים
Basics,וילדים
Basics,גברים
Basics,אנחנו
Basics,ילדים
Basics,והגברים
Adjectives 1 - Basics,ארוכה
Dates and Time,בגיל
Dates and Time,עכשיו
Dates and Time,הגיל
Dates and Time,מדור
Dates and Time,תמיד
Dates and Time,כיום
Dates and Time,הדור
Dates and Time,אף פעם
Dates and Time,מסיבה
Dates and Time,מחרתיים
Colors,סגול
Possessives 2,כלבינו
Possessives 2,מסעדותיו
Possessives 2,מסעדותיה
Possessives 2,חולצותיי
Possessives 2,כלביה
Possessives 2,ילדותיו
Possessives 2,מסעדותיכם
Possessives 2,ילדינו
Possessives 2,ציפוריי
Possessives 2,ילדותייךָ
Possessives 2,ילדיהם
Possessives 2,ילדותיי
Possessives 2,חולצותיו
Possessives 2,חולצותיהם
Possessives 2,ציפורייך
Possessives 2,ציפוריכם
Possessives 2,כלביהם
Possessives 2,ילדיו
Food 2,אופֶה
Food 2,מלפפונים
Food 2,גזרים
Clothing,מכנסיים
Clothing,בגדים
Clothing,חגורה
Clothing,חובשים
Clothing,חובש
Clothing,החגורה
Clothing,החליפה
Clothing,כובעים
Clothing,חליפה
Clothing,כובע
Clothing,ומכנסיים
Clothing,המכנסיים
Clothing,הכובע
Food 1,הפירות
Food 2,הדבש
Food 2,ירק
Food 2,פלפלים
Dates and Time,יום הולדת
Dates and Time,המאה
Dates and Time,הרגעים
Dates and Time,התקופה
Dates and Time,מאה
Dates and Time,רגע
Dates and Time,ברגע
Dates and Time,עידן
Dates and Time,מתקופה
Dates and Time,תקופה
Dates and Time,קצת
Dates and Time,בעידן
Dates and Time,העשור
Dates and Time,עשור
Food 2,צמאה
Food 2,צמאים
Possessives 2,ילדתו
Possessives 2,כלבתנו
Possessives 2,חולצתי
Possessives 2,כלבתה
Possessives 2,שמלתךְ
Possessives 2,מסעדתי
Possessives 2,מסעדתו
Possessives 2,שמלתה
Possessives 2,מסעדתנו
Possessives 2,חולצתו
Possessives 2,כלבתי
Possessives 2,ילדתי
Possessives 2,חולצתנו
Possessives 2,ילדתכן
Introduction to adjectives,שמחה
Introduction to adjectives,עצובים
Introduction to adjectives,שמחות
Introduction to adjectives,שמחים
Introduction to adjectives,עצובות
Introduction to adjectives,עצובה
Introduction to adjectives,וטעימות
Adjectives 2,מוּכר
Adjectives 2,רבות
Adjectives 2,שמנים
Adjectives 2,רזָה
Adjectives 2,הרזֶה
Adjectives 2,מוּכרת
Adjectives 2,שמנות
Adjectives 2,מוּכרים
Adjectives 2,צבאי
Adjectives 2,שָמן
Adjectives 2,רזים
Adjectives 2,מקצועית
Adjectives 2,רבים
Questions,מאיפה
Dates and Time,העונה
Dates and Time,החורף
Dates and Time,קיץ
Dates and Time,בחורף
Dates and Time,הסתיו
Dates and Time,בחצות
Dates and Time,האביב
Dates and Time,הבא
Dates and Time,חורף
Dates and Time,שהחורף
Dates and Time,הבאות
Dates and Time,בקיץ
Dates and Time,חצות
Dates and Time,וסתיו
Dates and Time,אביב
Determiners,וכולן
Determiners,כולן
Determiners,כל
Adjectives 2,נוח
Adjectives 2,קלות
Adjectives 2,קשות
Adjectives 2,שלילי
Adjectives 2,יעילה
Adjectives 2,נוחה
Adjectives 2,קל
Adjectives 2,קלים
Adjectives 2,קשָה
Adjectives 2,נוחים
Adjectives 2,חיובית
Adjectives 2,יעילים
Verbs: Present - Pa'al,כואב
Verbs: Present - Pa'al,קונֶה
Verbs: Present - Pa'al,וכואב
Verbs: Present - Pa'al,קונים
Verbs: Present - Pa'al,קונות
Verbs: Present - Pa'al,רושמים
Verbs: Present - Pa'al,נותן
Verbs: Present - Pa'al,סוגרים
Verbs: Present - Pa'al,פותחים
Verbs: Present - Pa'al,נותנים
Verbs: Present - Pa'al,סוגר
Conjunctions,שהוא
Conjunctions,שהאישה
Conjunctions,שהם
Dates and Time,נובמבר
Dates and Time,התפוזים
Dates and Time,בדצמבר
Dates and Time,בספטמבר
Dates and Time,בנובמבר
Dates and Time,ובאוקטובר
Dates and Time,יולי
Dates and Time,ודצמבר
Dates and Time,ואוגוסט
Dates and Time,אוקטובר
Dates and Time,שספטמבר
Dates and Time,באוגוסט
Dates and Time,אוגוסט
Dates and Time,דצמבר
Dates and Time,ואוקטובר
Prepositions 2,מחוץ
Prepositions 2,למים
Prepositions 2,בחוץ
Prepositions 2,נמצאים
Prepositions 2,למסעדה
Prepositions 2,נמצא
Prepositions 2,בפנים
Prepositions 2,למטבח
Adjectives 2,מעניינת
Adjectives 2,המפורסמת
